dst_ip,dst_port,has_payload,packet_length,protocol,src_ip,src_port,tcp_flags,timestamp,ttl
192.168.0.107,62674,0,66,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,66,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,66,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
208.103.161.1,443,1,55,6,192.168.0.107,60470,A,2026-03-22T12:49:28,128
192.168.0.107,60470,0,54,6,208.103.161.1,443,R,2026-03-22T12:49:28,57
192.168.0.107,62674,1,102,6,216.239.36.223,443,PA,2026-03-22T12:49:28,122
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,928,6,192.168.0.107,62674,PA,2026-03-22T12:49:28,128
216.239.36.223,443,1,85,6,192.168.0.107,62674,PA,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,928,6,192.168.0.107,62674,PA,2026-03-22T12:49:28,128
216.239.36.223,443,1,85,6,192.168.0.107,62674,PA,2026-03-22T12:49:28,128
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,66,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,66,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,1,102,6,216.239.36.223,443,PA,2026-03-22T12:49:28,122
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,928,6,192.168.0.107,62674,PA,2026-03-22T12:49:28,128
216.239.36.223,443,1,85,6,192.168.0.107,62674,PA,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:28,128
216.239.36.223,443,1,928,6,192.168.0.107,62674,PA,2026-03-22T12:49:28,128
216.239.36.223,443,1,85,6,192.168.0.107,62674,PA,2026-03-22T12:49:28,128
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,66,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,66,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,66,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,66,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:28,122
208.103.161.1,443,1,55,6,192.168.0.107,32462,A,2026-03-22T12:49:28,128
192.168.0.107,32462,0,54,6,208.103.161.1,443,R,2026-03-22T12:49:28,57
192.168.0.107,62674,1,102,6,216.239.36.223,443,PA,2026-03-22T12:49:29,122
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,928,6,192.168.0.107,62674,PA,2026-03-22T12:49:29,128
216.239.36.223,443,1,85,6,192.168.0.107,62674,PA,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,928,6,192.168.0.107,62674,PA,2026-03-22T12:49:29,128
216.239.36.223,443,1,85,6,192.168.0.107,62674,PA,2026-03-22T12:49:29,128
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:29,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:29,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:29,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:29,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:29,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:29,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:29,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:29,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:29,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:29,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:29,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:29,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:29,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:29,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:29,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:29,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:29,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:29,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:29,122
104.18.40.45,443,1,55,6,192.168.0.107,35935,A,2026-03-22T12:49:29,128
192.168.0.107,35935,0,66,6,104.18.40.45,443,A,2026-03-22T12:49:29,57
192.168.0.107,62674,1,102,6,216.239.36.223,443,PA,2026-03-22T12:49:29,122
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,928,6,192.168.0.107,62674,PA,2026-03-22T12:49:29,128
216.239.36.223,443,1,85,6,192.168.0.107,62674,PA,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,1466,6,192.168.0.107,62674,A,2026-03-22T12:49:29,128
216.239.36.223,443,1,928,6,192.168.0.107,62674,PA,2026-03-22T12:49:29,128
216.239.36.223,443,1,85,6,192.168.0.107,62674,PA,2026-03-22T12:49:29,128
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:29,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:29,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:29,122
192.168.0.107,62674,0,60,6,216.239.36.223,443,A,2026-03-22T12:49:29,122
